"","name","nurs","doct","state","zone","area","popu"
"3669","Siyi Dispensary",0,0,"Bauchi","Northeast",5055.557976,280468
"3670","ZARA MATERNITY",0,0,"Bauchi","Northeast",5055.557976,280468
"3671","BADAROMO",0,0,"Bauchi","Northeast",5055.557976,280468
"3672","tando health post",0,0,"Bauchi","Northeast",5055.557976,280468
"3673","Zinda Dispensary",0,0,"Bauchi","Northeast",5055.557976,280468
"3674","none",0,0,"Bauchi","Northeast",5055.557976,280468
"3675","Gameru dispensiry",0,0,"Bauchi","Northeast",5055.557976,280468
"3676","K/madaki Maternity",0,0,"Bauchi","Northeast",5055.557976,280468
"3677","Loyi Dispensary",0,0,"Bauchi","Northeast",5055.557976,280468
"3678","K/liman Dispensary",1,0,"Bauchi","Northeast",5055.557976,280468
"3679","Maternity Section Soro",0,0,"Bauchi","Northeast",5055.557976,280468
"3680","Nasarawa PHC",0,0,"Bauchi","Northeast",5055.557976,280468
"3681","PHC Soro",2,1,"Bauchi","Northeast",5055.557976,280468
"3682","Ganjuwa. Dispensary",0,0,"Bauchi","Northeast",5055.557976,280468
"3683","dispensiry",0,0,"Bauchi","Northeast",5055.557976,280468
"3684","Buryitu Health Post",0,0,"Bauchi","Northeast",5055.557976,280468
"3685","Tafazuwa Dispensary",0,0,"Bauchi","Northeast",5055.557976,280468
"3686","KUBI MATERNITY",0,0,"Bauchi","Northeast",5055.557976,280468
"3687","YULI DISPENSARY",0,0,"Bauchi","Northeast",5055.557976,280468
"3688","Gungura",0,0,"Bauchi","Northeast",5055.557976,280468
"3689","Mai Zuma Dispenaary",0,0,"Bauchi","Northeast",5055.557976,280468
"3690","Kakuma Dispensiry",0,0,"Bauchi","Northeast",5055.557976,280468
"3691","dispensary",0,0,"Bauchi","Northeast",5055.557976,280468
"3692","Dauduwa dispensary",0,0,"Bauchi","Northeast",5055.557976,280468
"3693","Maternity",0,0,"Bauchi","Northeast",5055.557976,280468
"3694","Digawan Zala Clinic.",0,0,"Bauchi","Northeast",5055.557976,280468
"3695","Zalanga Maternity",0,0,"Bauchi","Northeast",5055.557976,280468
"3696","Sakarumbu health post",0,0,"Bauchi","Northeast",5055.557976,280468
"3697","wushi health post",0,0,"Bauchi","Northeast",5055.557976,280468
"3698","Dodo Maternity",0,0,"Bauchi","Northeast",5055.557976,280468
"3699","Chinkani Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3700","Kafin Ardo Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3701","KIMARI DISPENSARY",0,0,"Bauchi","Northeast",667.3141468,156969
"3702","Kurba Dispensary",0,2,"Bauchi","Northeast",667.3141468,156969
"3703"," Giade maternity",0,0,"Bauchi","Northeast",667.3141468,156969
"3704","Dingashi Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3705","Jarmawo east health centre",1,0,"Bauchi","Northeast",667.3141468,156969
"3706","Zurami dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3707","Faguji Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3708","Doguwa Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3709","Doguwa Maternity",0,0,"Bauchi","Northeast",667.3141468,156969
"3710","Abunari dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3711","Zirami health centre",0,0,"Bauchi","Northeast",667.3141468,156969
"3712","TOWN MAT.GIADE",0,0,"Bauchi","Northeast",667.3141468,156969
"3713","Zindari Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3714","Jugudu Maternity",0,0,"Bauchi","Northeast",667.3141468,156969
"3715","Ganduha Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3716","Giade Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3717","Tagwaye Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3718","Mainamalari dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3719","Laila Dispensay",0,0,"Bauchi","Northeast",667.3141468,156969
"3720","CHINKANI MATERNITY",0,0,"Bauchi","Northeast",667.3141468,156969
"3721","Yarmari Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3722","Giade specilist hospital",8,1,"Bauchi","Northeast",667.3141468,156969
"3723","NAMU HOSPITAL GIADE",1,1,"Bauchi","Northeast",667.3141468,156969
"3724","YALWAN KURBA DISPENSARY",0,4,"Bauchi","Northeast",667.3141468,156969
"3725","Kaya kaya ",0,0,"Bauchi","Northeast",667.3141468,156969
"3726","Bonbiyo Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3727","Kurba Maternity",0,0,"Bauchi","Northeast",667.3141468,156969
"3728","Jarmawo Dispensary.",0,0,"Bauchi","Northeast",667.3141468,156969
"3729","Jarmawo Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3730","Zabi health dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3731","Kwayanti health",0,0,"Bauchi","Northeast",667.3141468,156969
"3732","Rumbuna dispensary",1,0,"Bauchi","Northeast",667.3141468,156969
"3733","Zurami maternity",0,0,"Bauchi","Northeast",667.3141468,156969
"3734","Abunari mat",0,0,"Bauchi","Northeast",667.3141468,156969
"3735","Jugudu basic health clinic",0,0,"Bauchi","Northeast",667.3141468,156969
"3736","Isawa primary health",1,0,"Bauchi","Northeast",667.3141468,156969
"3737","Magarya dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3738","SABON SARA HEALTH POST DISPENSARY",1,0,"Bauchi","Northeast",667.3141468,156969
"3739","Gulbun Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3740","Juhuri Disp",0,0,"Bauchi","Northeast",667.3141468,156969
"3741","Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3742","Faguji Maternity",0,0,"Bauchi","Northeast",667.3141468,156969
"3743","Uzum Dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3744","Sabonsara PHC",0,0,"Bauchi","Northeast",667.3141468,156969
"3745","Uzum maternity",0,0,"Bauchi","Northeast",667.3141468,156969
"3746","Jawo dispensary",0,0,"Bauchi","Northeast",667.3141468,156969
"3747","Korawa dispensary",1,0,"Bauchi","Northeast",667.3141468,156969
"3748","Masai Health Post",0,0,"Bauchi","Northeast",1397.383052,229969
"3749","Bukar Kuka Maternity",0,0,"Bauchi","Northeast",1397.383052,229969
"3750","Sharifori Health Post",0,0,"Bauchi","Northeast",1397.383052,229969
"3751","BAMBAL PHC",0,0,"Bauchi","Northeast",1397.383052,229969
"3752","Baabugudu Materity",0,0,"Bauchi","Northeast",1397.383052,229969
"3753","Gyara Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3754","Model primary health centre",0,0,"Bauchi","Northeast",1397.383052,229969
"3755","Itas Town Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3756","Pango Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3757","Kanaderi Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3758","Gambara Health Post",0,0,"Bauchi","Northeast",1397.383052,229969
"3759","Garin Mallam Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3760","Meledige Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3761","Zubuki dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3762","Abdallawa Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3763","Garin buraji health post",0,0,"Bauchi","Northeast",1397.383052,229969
"3764","Itas General Hospital",6,1,"Bauchi","Northeast",1397.383052,229969
"3765","Gulmo primary health clinic",0,0,"Bauchi","Northeast",1397.383052,229969
"3766","Dakori PHC",0,0,"Bauchi","Northeast",1397.383052,229969
"3767","Katsinawa Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3768","Buzawa Maternity",0,0,"Bauchi","Northeast",1397.383052,229969
"3769","Atafowa Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3770","GIDAN GANJI PHC",0,0,"Bauchi","Northeast",1397.383052,229969
"3771","Duhuwa Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3772","Magarya Health Care",0,0,"Bauchi","Northeast",1397.383052,229969
"3773","Majiya basic health clinic",0,0,"Bauchi","Northeast",1397.383052,229969
"3774","Garin Dole Health Post",0,0,"Bauchi","Northeast",1397.383052,229969
"3775","Melendige basic health clinic",0,0,"Bauchi","Northeast",1397.383052,229969
"3776","Surfe health post",0,0,"Bauchi","Northeast",1397.383052,229969
"3777","Zubuki Health Post",0,0,"Bauchi","Northeast",1397.383052,229969
"3778","Babugudu Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3779","BAMBAL DISPENSARY",0,0,"Bauchi","Northeast",1397.383052,229969
"3780","Kashuri health centre",0,0,"Bauchi","Northeast",1397.383052,229969
"3781","BUZAWA DISPENSARY",0,0,"Bauchi","Northeast",1397.383052,229969
"3782","Gadau primary health centre",0,0,"Bauchi","Northeast",1397.383052,229969
"3783","Diga Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3784","MADOBIYA PHC",0,0,"Bauchi","Northeast",1397.383052,229969
"3785","Lizai Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3786","Babuwuri Health post",0,0,"Bauchi","Northeast",1397.383052,229969
"3787","Gulmo Health Post",0,0,"Bauchi","Northeast",1397.383052,229969
"3788","Primary health clinic Gadau",0,0,"Bauchi","Northeast",1397.383052,229969
"3789","Bilkicheri Health Centre",0,0,"Bauchi","Northeast",1397.383052,229969
"3790","Gululu Health Post",0,0,"Bauchi","Northeast",1397.383052,229969
"3791","Yarayi Health Post",0,0,"Bauchi","Northeast",1397.383052,229969
"3792","Bilkicheri Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3793","Primary Health Care Centre Mashema",0,0,"Bauchi","Northeast",1397.383052,229969
"3794","General Hospital, Itas",8,0,"Bauchi","Northeast",1397.383052,229969
"3795","Nomari health post",0,0,"Bauchi","Northeast",1397.383052,229969
"3796","Itas Town Maternity",0,0,"Bauchi","Northeast",1397.383052,229969
"3797","Atafowa health clinic",0,0,"Bauchi","Northeast",1397.383052,229969
"3798","Abbari health post",0,0,"Bauchi","Northeast",1397.383052,229969
"3799","Kafata Health Post",0,0,"Bauchi","Northeast",1397.383052,229969
"3800","Atafowa Maternity",0,0,"Bauchi","Northeast",1397.383052,229969
"3801","Magarya Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3802","GWARAI DISPENSAY",0,0,"Bauchi","Northeast",1397.383052,229969
"3803","Gamsha Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3804","Walai Dispensary",0,0,"Bauchi","Northeast",1397.383052,229969
"3805","Jabbori dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3806","KESAWO PHC",0,0,"Bauchi","Northeast",492.3779499,117883
"3807","Dipensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3808","Jama'are Clinic",0,0,"Bauchi","Northeast",492.3779499,117883
"3809","General hospital jamaâare",10,1,"Bauchi","Northeast",492.3779499,117883
"3810","Amana clinic",0,0,"Bauchi","Northeast",492.3779499,117883
"3811","Jamaâare town maternity",0,0,"Bauchi","Northeast",492.3779499,117883
"3812","Marmanji Health Clinic",0,0,"Bauchi","Northeast",492.3779499,117883
"3813","Yangamai dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3814","KAMAKU DISPENSARY",0,0,"Bauchi","Northeast",492.3779499,117883
"3815","Maternity Clinic",0,0,"Bauchi","Northeast",492.3779499,117883
"3816","Dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3817","Arawa Dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3818","HANAFARI HEALTH",0,0,"Bauchi","Northeast",492.3779499,117883
"3819","Galdimari Primary Health Care",0,0,"Bauchi","Northeast",492.3779499,117883
"3820","RARUM MATERNITY",0,0,"Bauchi","Northeast",492.3779499,117883
"3821","LARIYE HEALTH CENTER",0,0,"Bauchi","Northeast",492.3779499,117883
"3822","Sharaba Dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3823","Talba PHC",0,0,"Bauchi","Northeast",492.3779499,117883
"3824","Dogonjeji Primary Health Care",0,0,"Bauchi","Northeast",492.3779499,117883
"3825","Baburti Dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3826","Yahaya clinic",1,1,"Bauchi","Northeast",492.3779499,117883
"3827","Health clinic",0,0,"Bauchi","Northeast",492.3779499,117883
"3828","Under five clinic",0,0,"Bauchi","Northeast",492.3779499,117883
"3829","YAHAHA CLINIC",1,1,"Bauchi","Northeast",492.3779499,117883
"3830","Guda Dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3831","Beddorgel Dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3832","Dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3833","Yola dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3834","Sabon Kafi PHC",0,0,"Bauchi","Northeast",492.3779499,117883
"3835","JURARA MATERNITY",0,0,"Bauchi","Northeast",492.3779499,117883
"3837","PHC",0,0,"Bauchi","Northeast",492.3779499,117883
"3838","Dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3839","Kunjiri Dispensary",0,0,"Bauchi","Northeast",492.3779499,117883
"3840","SECRATERIAT HEALTH POST",0,0,"Bauchi","Northeast",492.3779499,117883
"3841","Madachi Dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3842","Yayu Dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3843","Madangala Health Dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3844","Madara Maternity",0,0,"Bauchi","Northeast",1435.213545,295970
"3845","Ragwam health clinic",0,0,"Bauchi","Northeast",1435.213545,295970
"3847","Magwanshi primary health centre",0,0,"Bauchi","Northeast",1435.213545,295970
"3848","Madara Dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3849","Bidir dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3850","Matsango Maternity",0,0,"Bauchi","Northeast",1435.213545,295970
"3851","Zirami dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3852","PHC Jumberi",0,0,"Bauchi","Northeast",1435.213545,295970
"3853","Jumberi Dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3854","Madangala Maternity Centre",0,0,"Bauchi","Northeast",1435.213545,295970
"3855","Chinade dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3856","Yayu primary health centre",0,0,"Bauchi","Northeast",1435.213545,295970
"3857","Ragwam dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3858","Madara  PHC",0,0,"Bauchi","Northeast",1435.213545,295970
"3859","BULKACHUWA MATERNITY",0,0,"Bauchi","Northeast",1435.213545,295970
"3860","Yayu maternity",0,0,"Bauchi","Northeast",1435.213545,295970
"3861","Chinade Maternity",0,0,"Bauchi","Northeast",1435.213545,295970
"3862","Gambaki dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3863","BULKACHUWA DISPENSARY",0,0,"Bauchi","Northeast",1435.213545,295970
"3864","BULKACHUWA  WARD MODEL PRIMARY HEALTH CENTER",0,0,"Bauchi","Northeast",1435.213545,295970
"3865","Bakin kasuwa dispensary",0,0,"Bauchi","Northeast",1435.213545,295970
"3866","Urban maternity Nasarawa",1,0,"Bauchi","Northeast",1435.213545,295970
"3867","Golo Maternity",0,0,"Bauchi","Northeast",2369.105824,147618
"3868","Dembori Maternity",0,0,"Bauchi","Northeast",2369.105824,147618
"3870","Beni PHCC",0,0,"Bauchi","Northeast",2369.105824,147618
"3871","DISPENSARY",0,0,"Bauchi","Northeast",2369.105824,147618
"3872","PHC Kafin Iya",0,0,"Bauchi","Northeast",2369.105824,147618
"3873","Zangoma Dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3874","Dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3875","Kumbin Fulani Dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3876","Papan Maliki Maternity",0,0,"Bauchi","Northeast",2369.105824,147618
"3877","MATERNITY SHARFURI",0,0,"Bauchi","Northeast",2369.105824,147618
"3878","Dewu P H C",0,0,"Bauchi","Northeast",2369.105824,147618
"3879","Gula Dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3880","Maternity Balankanawa",0,0,"Bauchi","Northeast",2369.105824,147618
"3881","PHC Kafin Sarkin Yaki",0,0,"Bauchi","Northeast",2369.105824,147618
"3883","PHC Balankanawa",0,0,"Bauchi","Northeast",2369.105824,147618
"3884","PHC LARISKI",0,0,"Bauchi","Northeast",2369.105824,147618
"3885","Krifi sama dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3886","T/Turmi maternity",0,0,"Bauchi","Northeast",2369.105824,147618
"3887","PHC Sharaba",0,0,"Bauchi","Northeast",2369.105824,147618
"3888","Kakan jalo Dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3889","Feltum dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3890","Taure dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3891","Bure Health clinic",0,0,"Bauchi","Northeast",2369.105824,147618
"3892","Kafin-Iya Maternity",0,0,"Bauchi","Northeast",2369.105824,147618
"3893","PHC BARRA",1,0,"Bauchi","Northeast",2369.105824,147618
"3894","Sale Maimaciji PHC",0,0,"Bauchi","Northeast",2369.105824,147618
"3895","Health Clinic",0,0,"Bauchi","Northeast",2369.105824,147618
"3896","Gobirawa Garin Muâazu Dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3897","R/ Garmu Maternity",0,0,"Bauchi","Northeast",2369.105824,147618
"3898","Shango Matanity",0,0,"Bauchi","Northeast",2369.105824,147618
"3899","Kaloma Maternity",0,0,"Bauchi","Northeast",2369.105824,147618
"3900","MATERNITY KALAJANGA",0,0,"Bauchi","Northeast",2369.105824,147618
"3901","Lome Fulani Maternity",0,0,"Bauchi","Northeast",2369.105824,147618
"3902","Guyaba health clinic",0,0,"Bauchi","Northeast",2369.105824,147618
"3903","MATERNITY TUBULE",0,0,"Bauchi","Northeast",2369.105824,147618
"3904","Krifi general hospital",8,3,"Bauchi","Northeast",2369.105824,147618
"3905","Barra Maternity clinic",0,0,"Bauchi","Northeast",2369.105824,147618
"3906","marba Dispensary",0,0,"Bauchi","Northeast",2369.105824,147618
"3907","Wanka maternity",0,0,"Bauchi","Northeast",2369.105824,147618
"3908","Dispensary Balankanawa",0,0,"Bauchi","Northeast",2369.105824,147618
"3909","Zadawa maternity",0,0,"Bauchi","Northeast",1225.552602,263487
"3910","Nyelbejam Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3912","G/Hausa maternity",0,0,"Bauchi","Northeast",1225.552602,263487
"3913","Akuyam dispensrty",0,0,"Bauchi","Northeast",1225.552602,263487
"3914","Dunki phc",0,0,"Bauchi","Northeast",1225.552602,263487
"3915","SARMA DISPENSARY",0,0,"Bauchi","Northeast",1225.552602,263487
"3916","Galawa Primary School",0,0,"Bauchi","Northeast",1225.552602,263487
"3917","Maternity",0,0,"Bauchi","Northeast",1225.552602,263487
"3918","Barmo Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3919","Dallari Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3920","Gugunli dispensry",0,0,"Bauchi","Northeast",1225.552602,263487
"3921","Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3922","G/fulani dispensry",0,0,"Bauchi","Northeast",1225.552602,263487
"3923","Ajili dispensry ",0,0,"Bauchi","Northeast",1225.552602,263487
"3924","Dispensary hausari",0,0,"Bauchi","Northeast",1225.552602,263487
"3925","Hardawa Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3926","Akuyam maternity centre",0,0,"Bauchi","Northeast",1225.552602,263487
"3927","Gwaram p h c",0,0,"Bauchi","Northeast",1225.552602,263487
"3928","Yalwa dispensry",0,0,"Bauchi","Northeast",1225.552602,263487
"3929","Dunkwiyi Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3930","Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3931","Kofar Fada Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3932","Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3934","Korori Dispensary",2,0,"Bauchi","Northeast",1225.552602,263487
"3935","Farin ruwa dispenrsy",0,0,"Bauchi","Northeast",1225.552602,263487
"3936","Kafin sule dispensry",0,0,"Bauchi","Northeast",1225.552602,263487
"3937","Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3938","Dabji Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3939","Rigan Ganji Merternity",0,0,"Bauchi","Northeast",1225.552602,263487
"3940","Ngoyonga Dispesary",0,0,"Bauchi","Northeast",1225.552602,263487
"3941","Sirko Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3942","Madakiri maternity",0,0,"Bauchi","Northeast",1225.552602,263487
"3943","Jabalya Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3944","Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3945","General Hospital Misau",10,6,"Bauchi","Northeast",1225.552602,263487
"3946","Koftara maternity",0,0,"Bauchi","Northeast",1225.552602,263487
"3947","Jarkasa.  Dispensary",0,0,"Bauchi","Northeast",1225.552602,263487
"3948","Hardawa Maternity",1,0,"Bauchi","Northeast",1225.552602,263487
"3949","Beti p h c ",0,0,"Bauchi","Northeast",1225.552602,263487
"3950","KAFIN ZAKA DISPENSARY",0,0,"Bauchi","Northeast",1225.552602,263487
"3951","Kafi bubari dispensry",0,0,"Bauchi","Northeast",1225.552602,263487
